"COMMISSIONE","NOMI","ATTO","DATA"
"5ª (Bilancio), 12ª (Sanita') e 14ª (Unione europea)","Ministro della salute, Roberto SPERANZA","Esame dell'affare assegnato n. 1055: (Documento CCLXIII, n. 1) ""Prima relazione sullo stato di attuazione del Piano nazionale di ripresa e resilienza (PNRR), riferita all'anno 2021"""," 2 Marzo 2022"
"9ª (Agricoltura) e 12ª (Sanita')","Regione Liguria ; Regione Piemonte ; Istituto zooprofilattico sperimentale del Piemonte, Liguria e Val d'Aosta","Audizioni ddl 2533 (contrasto peste suina)"," 1 Marzo 2022"
"9ª (Agricoltura) e 12ª (Sanita')","FNOVI ; Ministero della salute ; ANCI","Audizioni ddl 2533 (contrasto peste suina)","28 Febbraio 2022"
"12 (Sanità)","FIMMG","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","22 Febbraio 2022"
"12 (Sanità)","Dott. Pierdavide Lecchini","Audizione Dott. Lecchini peste suina","18 Gennaio 2022"
"12 (Sanità)","Lega Nazionale delle Cooperative e Mutue","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","14 Dicembre 2021"
"12 (Sanità)","Confcooperative sanità","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 9 Dicembre 2021"
"12 (Sanità)","AIFA","Audizione AIFA vaccini e terapie antiCovid e farmaci orfani"," 9 Dicembre 2021"
"12 (Sanità)","Prof. Mennini","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 9 Novembre 2021"
"12 (Sanità)","Dott. Fabi ; Dott.ssa Calandra","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 5 Ottobre 2021"
"12 (Sanità)","Dott. Delogu 118 Sassari ; FIMEUC ; ANAAO-ASSOMED ; FIALS ; AASI ; SIMEU ; Anna Francesca Perri Ares 118 Lazio ; direttore dell'Azienda regionale emergenza urgenza (AREU) Lombardia ; NURSIND ; Dott. Di Domenica SIS 118 Nazionale ; CoES Italia ; Dott. Fedele Clemente ; Movimento Unico Dipendenti 118 Sicilia","Audizioni ddl 1715 (sistema emergenza sanitaria territoriale 118)","17 Settembre 2021"
"12 (Sanità)","FNOMCeO","Audizioni ddl 1715 (sistema emergenza sanitaria territoriale 118)"," 9 Settembre 2021"
"12 (Sanità)","AGENAS","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 4 Agosto 2021"
"12 (Sanità)","AIFA","Audizioni ddl 2255 e conn (malattie rare)"," 3 Agosto 2021"
"12 (Sanità)","dott. Marco Cossu, infermiere professionale centrale operativa 118 di Sassari, nonché membro del Consiglio Direttivo Nazionale del S.I.S. 118 ; prof. Francesco Pugliese, direttore Dipartimento Emergenza e Accettazione aree critiche e trauma Policlinico Umberto I ; dott. Mario Balzanelli, direttore 118 ASL Taranto, nonché presidente nazionale SIS 118","Audizioni ddl 1715 (sistema emergenza sanitaria territoriale 118)"," 3 Agosto 2021"
"12 (Sanità)","rappresentati di UNIAMO ; Farmindustria","Audizioni ddl 2255 e conn (malattie rare)","13 Luglio 2021"
"12 (Sanità)","Dott.ssa Ciancaleoni Bartoli","Audizioni ddl 2255 e conn (malattie rare)"," 7 Luglio 2021"
"12 (Sanità)","Dott. Forni","Audizioni ddl 2255 e conn (malattie rare)"," 6 Luglio 2021"
"12 (Sanità)","Telethon ; Alnylam ; Bluebird Bio","Audizioni ddl 2255 e conn (malattie rare)"," 6 Luglio 2021"
"12 (Sanità)","dott. Volpe, presidente Card Italia ; dott. Troise, presidente nazionale ANAAO ASSOMED ; dott. Cavaliere, presidente SIFO","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 1 Luglio 2021"
"12 (Sanità)","dott. Antonio Antonaci - medico di medicina generale presso Asl Lecce","Audizioni ddl 1827 (psicologo cure primarie)","30 Giugno 2021"
"12 (Sanità)","Dott. Rezza, Ministero della salute","Testing tracciamento Covid e vaccinazioni minori","22 Giugno 2021"
"12 (Sanità)","Asso Intrattenimento - Confindustria","Audizione protocollo sanitario ripresa in sicurezza attività di intrattenimento","15 Giugno 2021"
"12 (Sanità)","Società italiana di medicina generale (SIMG)","Audizioni ddl 1827 (psicologo cure primarie)"," 8 Giugno 2021"
"12 (Sanità)","avv. Vito Cozzoli, Presidente Italia Sport e Salute","Audizioni ddl 913 (esercizio fisico)"," 8 Giugno 2021"
"12 (Sanità)","Prof. Locatelli","Audizioni modalità somministrazione vaccini anti Covid a m-RNA","18 Maggio 2021"
"12 (Sanità)","Dott. Cormano","Audizioni ddl 1202-1272 (sensibilità chimica multipla)","11 Maggio 2021"
"12 (Sanità)","Dott.ssa Biancarosa Volpe","Audizioni ddl 1827 (psicologo cure primarie)"," 4 Maggio 2021"
"12 (Sanità)","Dott. Cancian ; Ing. Cosentino (libro bianco) ; Ing. Cosentino","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","13 Aprile 2021"
"12 (Sanità)","OMAR ; AGENAS","AUDIZIONI INFORMALI VACCINI ANTI COVID-19","11 Marzo 2021"
"12 (Sanità)","Dott. Giorgio SESSA, delegato Associazione Italiana Medici (AIM) per la Medicina Generale e le cure primarie ; Dott. Giorgio Sessa ; AIOP","PIANO NAZIONALE DI RIPRESA E RESILIENZA (DOC. XXVVII, N. 18)","11 Marzo 2021"
"12 (Sanità)","Fondazione Promozione Sociale Onlus ; Unione italiana dei ciechi e degli ipovedenti ; Dipartimento di Scienze biomediche del CNR ; SIOT ; AIFeC ; FNOPI ; Federchimica Assobiotec ; Gruppo Vita (Valore ed Innovazione delle Terapie Avanzate) ; CODIRP ; Campagna 2018 PHC Now or Never ; ALNYLAM ; FNOMCEO ; Omar Osservatorio malattie rare ; FOFI ; prof.ssa Abbracchio, Università degli Studi di Milano ; Federchimica Assogastecnici ; COSMED ; FNOVI ; dott. Boldrini, SIMFER ; Istituto Superiore di Sanita' ; SIFO","PIANO NAZIONALE DI RIPRESA E RESILIENZA (DOC. XXVVII, N. 18)","11 Marzo 2021"
"2ª (Giustizia) e 12ª (Sanita')","Ministero della salute","Audizioni atto del Governo n. 242 (biocidi)","10 Marzo 2021"
"12 (Sanità)","Prof. Parisi","AUDIZIONI INFORMALI VACCINI ANTI COVID-19"," 9 Marzo 2021"
"12 (Sanità)","CONFINDUSTRIA DISPOSITIVI MEDICI","PIANO NAZIONALE DI RIPRESA E RESILIENZA (DOC. XXVVII, N. 18)"," 4 Marzo 2021"
"12 (Sanità)","DI EGUALIA","PIANO NAZIONALE DI RIPRESA E RESILIENZA (DOC. XXVVII, N. 18)"," 3 Marzo 2021"
"12 (Sanità)","Dott.ssa Pisanti","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","23 Febbraio 2021"
"12 (Sanità)","Dott.ssa Mastropietro","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","18 Febbraio 2021"
"12 (Sanità)","Prof. Scafato","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 9 Febbraio 2021"
"12 (Sanità)","Prof. Mastroianni","AUDIZIONI INFORMALI VACCINI ANTI COVID-19"," 9 Febbraio 2021"
"12 (Sanità)","SUMAI","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","14 Gennaio 2021"
"12 (Sanità)","ANMVI","Audizioni ddl 1660 (sanità pubblica veterinaria)","14 Gennaio 2021"
"12 (Sanità)","Prof. ABRIGNANI ; Prof.ssa VIOLA","AUDIZIONI INFORMALI VACCINI ANTI COVID-19","12 Gennaio 2021"
"12 (Sanità)","NA","AUDIZIONI INFORMALI VACCINI ANTI COVID-19","12 Gennaio 2021"
"12 (Sanità)","CGIL ; CISL ; UIL ; FP CGIL ; CGIL, CISL, UIL","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 7 Gennaio 2021"
"12 (Sanità)","Prof. PERNO ; Prof. RAPPUOLI","AUDIZIONI INFORMALI VACCINI ANTI COVID-19"," 7 Gennaio 2021"
"12 (Sanità)","Dott.ssa Romina Zanotti, infermiera care manager Ente accreditato assistenza domiciliare e cure palliative ATS Bergamo","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","14 Dicembre 2020"
"12 (Sanità)","Consiglio nazionale Ordine assistenti sociali (CNOAS)","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 9 Dicembre 2020"
"12 (Sanità)","Prof. Sergio Bernardini","AUDIZIONI INFORMALE SUL RICORSO AI TEST E AL TRACCIAMENTO PER IL CONTENIMENTO DELLA PANDEMIA DI COVID-19"," 3 Dicembre 2020"
"12 (Sanità)","Cittadinanzattiva ; Fondazione Maddalena Grassi","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 3 Dicembre 2020"
"12 (Sanità)","della AUSL Toscana Sud Est ; Dott. Andrea Rossi, direttore generale USL di Imola ; USL Toscana Sud Est ; Dott. Fabrizio Starace","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 2 Dicembre 2020"
"12 (Sanità)","Prof. Pasqualino Santori ; Dott.ssa Alessandra Amorena","Audizioni Atti del Governo nn. 202, 205, 206 e 210"," 1 Dicembre 2020"
"12 (Sanità)","Federazione nazionale degli ordini della professione di ostetrica (FNOPO)","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 1 Dicembre 2020"
"12 (Sanità)","Dott. Nello Martini, presidente della Fondazione Ricerca e Salute ; SIMG ; FIMMG","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","24 Novembre 2020"
"12 (Sanità)","dott.Pierdavide Lecchini, Capo dei Servizi veterinari del Ministero della salute ; dott. Piero Frazzi, direttore generale dell'Istituto zooprofilattico sperimentale Lombardia ed Emilia Romagna ; dott. Silvio Borrello, già direttore generale della sanità animale e dei farmaci veterinari del Ministero della salute","Audizioni ddl 1660 (sanità pubblica veterinaria)","18 Novembre 2020"
"12 (Sanità)","Osservatorio Malattie Rare (O.Ma.R)","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","18 Novembre 2020"
"12 (Sanità)","FOFI ; CNOP","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","12 Novembre 2020"
"12 (Sanità)","Prof. Giorgio PARISI, presidente dell'Accademia Nazionale dei Lincei","AUDIZIONI INFORMALE SUL RICORSO AI TEST E AL TRACCIAMENTO PER IL CONTENIMENTO DELLA PANDEMIA DI COVID-19","10 Novembre 2020"
"12 (Sanità)","Prof. CRISANTI","AUDIZIONI INFORMALE SUL RICORSO AI TEST E AL TRACCIAMENTO PER IL CONTENIMENTO DELLA PANDEMIA DI COVID-19"," 4 Novembre 2020"
"12 (Sanità)","Fondazione GIMBE","AUDIZIONI INFORMALI SUL MONITORAGGIO RELATIVO ALL'EVOLUZIONE DELLA SITUAZIONE EPIDEMIOLOGICA"," 4 Novembre 2020"
"12 (Sanità)","AGENAS","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)"," 3 Novembre 2020"
"12 (Sanità)","Professor Brusaferro Istituto Superiore di Sanità","STUDIO TSUNAMI SU EFFICACIA E RUOLO DEL PLASMA OTTENUTO DAI CONVALESCENTI DA COVID-19","28 Ottobre 2020"
"12 (Sanità)","Professor Brusaferro Istituto Superiore di Sanità","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","28 Ottobre 2020"
"12 (Sanità)","FNOPI ; FNOMCeO","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","21 Ottobre 2020"
"12 (Sanità)","Dott. Andrea URBANI, direttore generale della programmazione sanitaria del Ministero della salute ; Dott. Giuseppe VIGGIANO, direttore generale della digitalizzazione del sistema informativo sanitario e della statistica del Ministero della salute","Affare assegnato sul potenziamento e riqualificazione della medicina territoriale nell'epoca post Covid (n. 569)","20 Ottobre 2020"
"12 (Sanità)","ANIF Eurowellness","Audizioni ddl 913 (esercizio fisico)"," 6 Ottobre 2020"
"12 (Sanità)","FNOVI","Audizioni ddl 1660 (sanità pubblica veterinaria)","29 Settembre 2020"
"12 (Sanità)","FNOPI","Audizioni ddl 1715 (sistema emergenza sanitaria territoriale 118)"," 9 Settembre 2020"
"12 (Sanità)","Federazione Medico Sportiva Italiana","Audizioni ddl 913 (esercizio fisico)"," 9 Settembre 2020"
"12 (Sanità)","Dott. Speziale, presidente nazionale dell'ANFFAS","Audizioni ddl 716 e connesso (epilessia)","13 Luglio 2020"
"12 (Sanità)","FIALS","Audizioni ddl 1346 e 1751 (infermiere di famiglia)"," 8 Luglio 2020"
"12 (Sanità)","Alleanza delle cooperative italiane ; AIL","Audizioni ddl 1346 e 1751 (infermiere di famiglia)"," 7 Luglio 2020"
"12 (Sanità)","FP CGIL, CISL FP, UIL PL","Audizioni ddl 1346 e 1751 (infermiere di famiglia)","30 Giugno 2020"
"12 (Sanità)","Nursing Up ; Dott. Alessandro BEUX, presidente della Federazione nazionale degli Ordini dei Tecnici sanitari di radiologia medica e delle professioni sanitarie tecniche, della riabilitazione e della prevenzione","Audizioni ddl 1346 e 1751 (infermiere di famiglia)","23 Giugno 2020"
"12 (Sanità)","Dott. Paolo Rosi, direttore del sistema 118 di Venezia ; Dott.ssa Adelina Ricciardelli, direttore del Pronto Soccorso dell'Azienda USL di Ferrara ; Dott. Maurizio Falco, Prefetto di Piacenza","Audizioni ddl 1441 (defibrillatori)","16 Giugno 2020"
"12 (Sanità)","Prof.ssa Maria Rosaria GUALANO, medico di sanità pubblica, professore associato di igiene e medicina preventiva ; prof. Giorgio Parisi, presidente dell'Accademia dei Lincei e della Commissione Covid-19 dell'Accademia stessa Dott. Filippo Anelli, Presidente FNOMCeO ; Prof. Giovanni CAPELLI, professore ordinario di igiene generale ed applicata presso l''Università degli studi di Cassino e del Lazio meridionale ; Federchimica Assobiotec ; Prof. Giorgio ALLEVA, professore ordinario di Statistica dell'Università ""La Sapienza"" di Roma ; prof. Graziano Pesole, Professore Ordinario di Biologia Molecolare dell'Università di Bari ""A. Moro"", Ricercatore Associato dell'IBIOM-CNR di Bari, coordinatore del nodo Italiano dell'Infrastruttura di Ricerca ELIXIR per le Scienze della Vita","Atto Senato 1800 (d.l. 30/2020 - studi epidemiologici e statistiche sul SARS-COV-2)","26 Maggio 2020"
"12 (Sanità)","Confindustria - dispositivi medici","Strategie anti e post Covid-19","20 Maggio 2020"
"12 (Sanità)","FARMINDUSTRIA","Strategie anti e post Covid-19","14 Maggio 2020"
"12 (Sanità)","Prof. Alessandro Venturi ; Prof. Alessandro Venturi, presidente del Policlinico San Matteo di Pavia ; Prof. Guido Silvestri, professore ordinario e direttore del Dipartimento della Facoltà di medicina, Emory University, Atlanta","Strategie anti e post Covid-19","12 Maggio 2020"
"12 (Sanità)","Prof. Nino Cartabellotta, presidente Fondazione GIMBE","Strategie anti e post Covid-19"," 7 Maggio 2020"
"12 (Sanità)","dott. Fabio PIGNATTI, coordinatore Nazionale Cure Primarie Associazione italiana medici (AIM)","Strategie anti e post Covid-19"," 6 Maggio 2020"
"12 (Sanità)","prof. Giuseppe REMUZZI, direttore dell'Istituto di ricerche farmacologhiche Mario Negri ; dott. ssa Ilaria CIANCALEONI BARTOLI, direttore dell'Osservatorio malattie rare (OMAR) ; dott.ssa Vincenza COLONNA, ricercatrice del CNR, genetista e bioinformatica ; prof. Franco LOCATELLI, professore ordinario di pediatria generale e specialistica dell'Università La Sapienza di Roma, presidente del Consiglio Superiore di Sanità ; prof. Massimo CICCOZZI, epidemiologo molecolare nell'ambito delle mutazioni del virus ; prof. Angelo DEL FAVERO, docente alla LUISS Business School e Università telematica La Sapienza, già direttore generale dell'Istituto Superiore di Sanità","Strategie anti e post Covid-19"," 5 Maggio 2020"
"11ª (Lavoro) e 12ª (Sanita')","SIML ; ANCE ; Dott. Guariniello ; UGL ; IGESAN ; UIL","Documentazione Atto del Governo n. 153"," 4 Marzo 2020"
"12 (Sanità)","Prof. STASI ; Dott. MAFFIOLI ; ASSOFERMET ; SOGIN ; FEDERACCIAI ; ANFIA ; FNO TSRM PSTRP ; FEDERCHIMICA ; Prof. SCHILLACI ; SIRM","Documentazione Atto del Governo n. 157"," 4 Marzo 2020"
"12 (Sanità)","Dott. Petrolati ; Dott. Damasco","Audizioni ddl 1441 (defibrillatori)","11 Febbraio 2020"
"12 (Sanità)","FEDIRETS","Esame ddl 638 (dirigenza sanitaria)","11 Febbraio 2020"
"12 (Sanità)","Sindacato Medici Italiani (SMI)","Esame ddl 638 (dirigenza sanitaria)","11 Febbraio 2020"
"12 (Sanità)","Prof. Sinagra ; Istituto Superiore di Sanità ; Dott. Michele Conversano ; Prof. Boccanelli ; prof. Francesco Donato ; SID","ddl 869 (prevenzione malattie cardiovascolari)"," 4 Febbraio 2020"
"12 (Sanità)","prof. Walter Mazzucco","Esame ddl 638 (dirigenza sanitaria)"," 4 Febbraio 2020"
"12 (Sanità)","Prof. Coppola","Audizioni ddl 300 e 1040 (stomizzati)","28 Gennaio 2020"
"12 (Sanità)","FNOPI","Audizioni ddl 1346 e 1751 (infermiere di famiglia)","28 Gennaio 2020"
"12 (Sanità)","Daniela CACCAMO, Associata di Biochimica Clinica e Biologia Molecolare Clinica presso l'Università di Messina","Audizioni ddl 1202-1272 (sensibilità chimica multipla)","28 Gennaio 2020"
"12 (Sanità)","ANAAO ASSOMED","Audizioni ddl 638 (dirigenza sanitaria)","28 Gennaio 2020"
"12 (Sanità)","Associazione progetto endometriosi (APE) ; Relazione dall'Associazione Progetto Endometriosi (APE)","Audizioni ddl 888 (endometriosi)","28 Gennaio 2020"
"12 (Sanità)","Relazione APE","Audizioni ddl 888 (endometriosi)","28 Gennaio 2020"
"12 (Sanità)","Prof. Nicola Colacurci, presidente dell'Associazione Ginecologi Universitari Italiani (AGUI)","Audizioni ddl 888 (endometriosi)","30 Luglio 2019"
"12 (Sanità)","Centro Nazionale Trapianti","Audizioni AG 90","16 Luglio 2019"
"12 (Sanità)","Dott. Maurizio Bini","Atto n. 207 (utilizzo del medicinale triptorelina)","15 Luglio 2019"
"12 (Sanità)","Confindustria Dispositivi Medici ; FINCOPP ; AISTOM","Audizioni ddl 300 e 1040 (stomizzati)"," 4 Luglio 2019"
"12 (Sanità)","Prof. Angioli, Università Campus Biomedico di Roma ; Associazione Endometriosi Friuli Venezia Giulia Onlus ; AOGOI e della SIGO","Audizioni ddl 888 (endometriosi)"," 3 Luglio 2019"
"12 (Sanità)","Prof. Cianfarani","Atto n. 207 (utilizzo del medicinale triptorelina)"," 2 Luglio 2019"
"12 (Sanità)","Prof. Jannini ; Prof. Puccetti","Atto n. 207 (utilizzo del medicinale triptorelina)","11 Giugno 2019"
"12 (Sanità)","dott. Afredo Mantovano, Consigliere della Corte Suprema di Cassazione e Vicepresidente del Centro studi Rosario Livatino","Atto n. 207 (utilizzo del medicinale triptorelina)"," 8 Maggio 2019"
"7ª (Pubbl. istruzione) e 12ª (Sanita')","Direttore del Centro nazionale dipendenze e doping dell'Istituto superiore di sanità ; Presidente della Sezione per la vigilanza e il controllo sul doping presso il Ministero della Salute ; ex Procuratore Capo della Procura nazionale Antidoping di NADO Italia","Indagine conoscitiva sul contrasto al doping nella pratica sportiva"," 8 Maggio 2019"
"12 (Sanità)","Prof. Gandolfini ; Dott.ssa Nicolò","Atto n. 207 (utilizzo del medicinale triptorelina)"," 7 Maggio 2019"
"12 (Sanità)","Federazione italiana medici pediatri (FIMP) ; Società italiana medici pediatri (SIMPe)","Atto n. 207 (utilizzo del medicinale triptorelina)","11 Aprile 2019"
"12 (Sanità)","Prof. Antonio Ruggiero","Audizione sulla cura con NGF (Nerve Growth Factor)","11 Aprile 2019"
"12 (Sanità)","prof. Lucio Romano, membro del Comitato nazionale di bioetica ; dott. Luca Li Bassi, direttore generale AIFA","Atto n. 207 (utilizzo del medicinale triptorelina)","10 Aprile 2019"
"12 (Sanità)","SINPIA","Audizioni ddl 716 e connesso (epilessia)"," 2 Aprile 2019"
"12 (Sanità)","Dott. Levorato ; Prof. Franzoni","Audizioni ddl 716 e connesso (epilessia)","19 Marzo 2019"
"12 (Sanità)","AGENAS","Audizioni ddl 867","19 Marzo 2019"
"12 (Sanità)","Prof. Santoro","Audizioni Atto del Governo n. 72 (sperimentazione clinica medicinali ad uso umano)","14 Marzo 2019"
"12 (Sanità)","Dott. Leonardi Ministero della salute ; Dott.ssa Iorno","Audizioni Atto del Governo n. 72 (sperimentazione clinica medicinali ad uso umano)","13 Marzo 2019"
"12 (Sanità)","Avv. Rosa Cervellione ; Prof. Mecarelli ; Prof. Avanzini","Audizioni ddl 716 e connesso (epilessia)","12 Marzo 2019"
"12 (Sanità)","Assessore D'Amato, Regione Lazio","Audizione informale sullo stato del servizio sanitario nella regione Lazio"," 5 Marzo 2019"
"12 (Sanità)","Avv. Ninci","Audizioni ddl 867"," 5 Marzo 2019"
"12 (Sanità)","Prof. Daniele Trabucco ; Federazione nazionale degli ordini delle professioni infermieristiche (FNOPI) ; Prof. Alberto Mantovani ; Dott. Eugenio Serravalle","Audizioni ddl 770 e connesso","15 Febbraio 2019"
"12 (Sanità)","Dott. Pesce ; Prof. Mercuri ; Prof. Aguglia","Audizioni ddl 716 e connesso (epilessia)","14 Febbraio 2019"
"12 (Sanità)","F.O.F.I.","Audizioni ddl 867","13 Febbraio 2019"
"12 (Sanità)","Dott. Cinquetti","Audizioni ddl 770 e connesso"," 7 Febbraio 2019"
"12 (Sanità)","vice Presidente Regione Liguria, Sonia Viale","Audizioni ddl 770 e connesso"," 6 Febbraio 2019"
"12 (Sanità)","CISL Scuola ; Dott. Dal Monte ; FLC-CGIL ; Prof. Galli","Audizioni ddl 770 e connesso","31 Gennaio 2019"
"12 (Sanità)","ISS ; Dott. Ferro","Audizioni ddl 770 e connesso","31 Gennaio 2019"
"12 (Sanità)","Dott. Selvaggio UIL FPL","Audizioni ddl 867","30 Gennaio 2019"
"12 (Sanità)","Prof. Guarino ; Prof. Delfino ; Federazione UIL Scuola ; Prof. Ciccozzi ; Prof. Cavicchi","Audizioni ddl 770 e connesso","30 Gennaio 2019"
"12 (Sanità)","Dott. Tascini ; Dott. Donzelli","Audizioni ddl 770 e connesso","29 Gennaio 2019"
"12 (Sanità)","FIMEUC ; SUMAI","Audizioni ddl 867","23 Gennaio 2019"
"12 (Sanità)","Prof. Paolo Bellavite ; Avv. Mirella Manera ; FIMP","Audizioni ddl 770 e connesso","17 Gennaio 2019"
"12 (Sanità)","FNOMCeO ; SIMEU ; ANAAO ASSOMED","Audizioni ddl 867","16 Gennaio 2019"
"12 (Sanità)","FIASO ; FNOPI","Audizioni ddl 867"," 9 Gennaio 2019"
"12 (Sanità)","Federfarma","Audizioni ddl 867","18 Dicembre 2018"
"12 (Sanità)","Procuratore Giuseppe Ferrando","Audizioni ddl 189 (disturbi del comportamento alimentare)","18 Dicembre 2018"
"12 (Sanità)","prof. Lopalco ; Stabilimento chimico farmaceutico militare di Firenze","Audizioni ddl 770 e connesso","28 Novembre 2018"
"12 (Sanità)","Federfarma","Audizioni ddl 770 e connesso","28 Novembre 2018"
"12 (Sanità)","Prof. Gastaldi","Audizioni ddl 299 e 485 (fibromialgia)","22 Novembre 2018"
"12 (Sanità)","Dott.ssa Salmaso ; Dott. Demicheli","Audizioni ddl 770 e connesso","22 Novembre 2018"
"12 (Sanità)","Dott.ssa Lamborghini ; Prof. Guarino","Audizioni ddl 189 (disturbi del comportamento alimentare)","21 Novembre 2018"
