"COMMISSIONE","NOMI","ATTO","DATA"
"9 (Agricoltura)","Unione Proprietari Trotto (UPT)","A.S. 2189 (Istituzione dell'Agenzia autonoma per l'ippica e disposizioni per la riforma del settore)",2020-04-20
"9 (Agricoltura)","professor Angelo Frascarelli, presidente dell'Istituto di Servizi per il Mercato Agricolo Alimentare (ISMEA)","Iniziative contro l'aumento dei costi delle materie prime e e per contrastare gli effetti del Covid-19",2020-04-13
"9 (Agricoltura)","Tavolo nazionale contratti di fiume","Affare assegnato n. 627 (problematiche connesse alla riforma della Politica Agricola Comune - PAC) anche nell'ottica degli interventi per contrastare gli effetti del COVID-19",2020-04-06
"9 (Agricoltura)","Associazione famiglie contadine","Analisi delle razioni alimentari per allevamenti da latte",2020-04-05
"9 (Agricoltura)","Associazione Coordinamento Ippodromi","A.S. 2189 (Istituzione dell'Agenzia autonoma per l'ippica e disposizioni per la riforma del settore)",2020-04-05
"9 (Agricoltura)","Federippodromi","A.S. 2189 (Istituzione dell'Agenzia autonoma per l'ippica e disposizioni per la riforma del settore)",2020-04-05
"9 (Agricoltura)","Unione Nazionale Ippodromi (UNI)","A.S. 2189 (Istituzione dell'Agenzia autonoma per l'ippica e disposizioni per la riforma del settore)",2020-04-05
"9 (Agricoltura)","Federchimica","Affare assegnato n. 1004 (Problematiche concernenti le modalità di attuazione della strategia Farm to Fork e le sue ricadute nell'agricoltura italiana)",2020-03-15
"9 (Agricoltura) ; 12 (Sanita')","Consorzio Prosciutto di Parma","Audizioni ddl 2533 (contrasto peste suina)",2020-03-08
"9 (Agricoltura) ; 12 (Sanita')","Associazione Italiana Allevatori","Audizioni ddl 2533 (contrasto peste suina)",2020-03-08
"9 (Agricoltura) ; 12 (Sanita')","LAV","Audizioni ddl 2533 (contrasto peste suina)",2020-03-08
"9 (Agricoltura) ; 12 (Sanita')","ANMVI","Audizioni ddl 2533 (contrasto peste suina)",2020-03-08
"9 (Agricoltura) ; 12 (Sanita')","Federparchi","Audizioni ddl 2533 (contrasto peste suina)",2020-03-08
"9 (Agricoltura) ; 12 (Sanita')","ASSICA-UNAITALIA","Audizioni ddl 2533 (contrasto peste suina)",2020-03-08
"9 (Agricoltura) ; 12 (Sanita')","Prof. Ferroglio","Audizioni ddl 2533 (contrasto peste suina)",2020-03-08
"9 (Agricoltura) ; 12 (Sanita')","UNCIAGROALIMENTARE","Audizioni ddl 2533 (contrasto peste suina)",2020-03-07
"9 (Agricoltura) ; 12 (Sanita')","COLDIRETTI","Audizioni ddl 2533 (contrasto peste suina)",2020-03-07
"9 (Agricoltura) ; 12 (Sanita')","Arma dei Carabinieri Comando unità forestali, ambientali e agroalimentari","Audizioni ddl 2533 (contrasto peste suina)",2020-03-04
"9 (Agricoltura) ; 12 (Sanita')","Regione Lombardia Assessorato all'agricoltura, alimentazione e sistemi verdi","Audizioni ddl 2533 (contrasto peste suina)",2020-03-04
"9 (Agricoltura) ; 12 (Sanita')","Dott. Alberto Laddomada","Audizioni ddl 2533 (contrasto peste suina)",2020-03-04
"9 (Agricoltura) ; 12 (Sanita')","SIVEMP","Audizioni ddl 2533 (contrasto peste suina)",2020-03-04
"9 (Agricoltura) ; 12 (Sanita')","ENPA","Audizioni ddl 2533 (contrasto peste suina)",2020-03-04
"9 (Agricoltura) ; 12 (Sanita')","Conferenza delle Regioni e delle Province Autonome","Audizioni ddl 2533 (contrasto peste suina)",2020-03-03
"9 (Agricoltura)","Consorzio Tutela Aceto Balsamico di Modena","Affare assegnato n. 1090 (Problematiche relative alla riforma del sistema delle Indicazioni Geografiche (IG))",2020-03-01
"9 (Agricoltura) ; 12 (Sanita')","Regione Liguria","Audizioni ddl 2533 (contrasto peste suina)",2020-03-01
"9 (Agricoltura) ; 12 (Sanita')","Regione Piemonte","Audizioni ddl 2533 (contrasto peste suina)",2020-03-01
"9 (Agricoltura) ; 12 (Sanita')","Istituto zooprofilattico sperimentale del Piemonte Liguria e Val d'Aosta","Audizioni ddl 2533 (contrasto peste suina)",2020-03-01
"9 (Agricoltura) ; 12 (Sanita')","FNOVI","Audizioni ddl 2533 (contrasto peste suina)",2020-02-28
"9 (Agricoltura) ; 12 (Sanita')","Ministero della Salute","Audizioni ddl 2533 (contrasto peste suina)",2020-02-28
"9 (Agricoltura) ; 12 (Sanita')","ANCI","Audizioni ddl 2533 (contrasto peste suina)",2020-02-28
"9 (Agricoltura)","Federazione nazionale ordini veterinari italiani (FNOVI)","Affare assegnato n. 1005 (Problematiche concernenti il recepimento del Regolamento (UE) 2019/6 in materia di medicinali veterinari, con particolare riferimento agli articoli 120 e seguenti)",2020-02-23
"9 (Agricoltura)","Associazione Piscicoltori Italiani","Affare assegnato n. 1004 (Problematiche concernenti le modalità di attuazione della strategia Farm to Fork e le sue ricadute nell'agricoltura italiana)",2020-02-22
"9 (Agricoltura)","prof. Jose Manuel Sanchez-Vizcaino Rodriguez, esperto dell'Organizzazione mondiale della sanità animale e direttore del Laboratorio di riferimento per la peste suina","Affare assegnato n. 1056 (Questione inerente alla diffusione in Italia della peste suina africana (PSA))",2020-02-22
"9 (Agricoltura)","Associazione nazionale imprese salute animale (AISA)","Affare assegnato n. 1005 (Problematiche concernenti il recepimento del Regolamento (UE) 2019/6 in materia di medicinali veterinari, con particolare riferimento agli articoli 120 e seguenti)",2020-02-15
"9 (Agricoltura)","in videconferenza","Affare assegnato n. 756 (Problematica inerente alla flavescenza dorata della vite)",2020-02-10
"9 (Agricoltura)","Coldiretti Treviso","Affare assegnato n. 756 (Problematica inerente alla flavescenza dorata della vite)",2020-02-10
"9 (Agricoltura)","dott. Giacomo Manera","Affare assegnato n. 756 (Problematica inerente alla flavescenza dorata della vite)",2020-02-10
"9 (Agricoltura)","Italia Olivicola Consorzio Nazionale","Affare assegnato n. 833 (Problematiche connesse alla realizzazione di un nuovo piano per l'olivicoltura)",2020-02-09
"9 (Agricoltura)","APO CONERPO","Affare assegnato n. 1004 (Problematiche concernenti le modalità di attuazione della strategia Farm to Fork e le sue ricadute nell'agricoltura italiana)",2020-02-08
"9 (Agricoltura)","Confcommercio.","A.S. 2243 (Disposizioni per la tutela e la valorizzazione dell'agricoltura contadina)",2020-12-15
"9 (Agricoltura)","WWF","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-12-14
"9 (Agricoltura)","Legambiente","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-12-14
"9 (Agricoltura)","Italia Nostra","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-12-14
"9 (Agricoltura)","Istituto superiore per la protezione e la ricerca ambientale (ISPRA)","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-12-07
"9 (Agricoltura)","Assessore all'ambiente e all'energia e al settore tutela delle acque della regione Piemonte","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-12-07
"9 (Agricoltura)","Federolio","Affare assegnato n. 833 (Problematiche connesse alla realizzazione di un nuovo piano per l'olivicoltura)",2020-12-07
"9 (Agricoltura)","ENEL S.p.a.","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-12-01
"9 (Agricoltura)","Slow Food Italia","A.S. 2243 (Disposizioni per la tutela e la valorizzazione dell'agricoltura contadina)",2020-11-24
"9 (Agricoltura)","professoressa Alessandra Corrado, associata di sociologia dell'ambiente e del territorio presso l'Università della Calabria","A.S. 2243 (Disposizioni per la tutela e la valorizzazione dell'agricoltura contadina)",2020-11-24
"9 (Agricoltura)","Autorità di bacino distrettuali delle Alpi orientali","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-11-16
"9 (Agricoltura)","Autorità di bacino distrettuali del Fiume Po","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-11-16
"9 (Agricoltura)","Autorità di bacino distrettuali dell'Appennino settentrionale","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-11-16
"9 (Agricoltura)","Autorità di bacino distrettuali dell'Appennino meridionale","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-11-16
"9 (Agricoltura)","Autorità di bacino distrettuali dell'Appennino centrale","Affare assegnato n. 886 sulle problematiche relative al deflusso minimo vitale dei fiumi e dei torrenti",2020-11-16
"9 (Agricoltura)","Agenzia per le erogazioni in agricoltura AGEA","Affare assegnato n. 937 (problematiche relative al regime dei pagamenti per la politica agricola comune - PAC)",2020-11-09
"9 (Agricoltura)","Comune di Santa Flavia (PA)","A.S. n. 2300 (Interventi per il settore ittico)",2020-11-02
"9 (Agricoltura)","Associazione Principesca","A.S. n. 2300 (Interventi per il settore ittico)",2020-11-02
"9 (Agricoltura)","Unione italiana food","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-10-27
"9 (Agricoltura)","Coordinamento nazionale della ""Campagna popolare per l'agricoltura contadina""","A.S. 2243 (Disposizioni per la tutela e la valorizzazione dell'agricoltura contadina)",2020-10-26
"9 (Agricoltura)","Associazione rurale italiana","A.S. 2243 (Disposizioni per la tutela e la valorizzazione dell'agricoltura contadina)",2020-10-26
"9 (Agricoltura)","Collegio Nazionale degli Agrotecnici e degli Agrotecnici Laureati","A.S. 2118 (Ordinamento delle professioni di enologo ed enotecnico)",2020-10-26
"9 (Agricoltura)","Consiglio dell'Ordine nazionale dei dottori agronomi e dei dottori forestali (CONAF)","A.S. 2118 (Ordinamento delle professioni di enologo ed enotecnico)",2020-10-19
"9 (Agricoltura)","Consiglio dell'ordine nazionale dei tecnologi alimentari (OTAN)","A.S. 2118 (Ordinamento delle professioni di enologo ed enotecnico)",2020-10-19
"9 (Agricoltura)","Collegio nazionale dei periti agrari e periti agrari laureati (CNPAPAL)","A.S. 2118 (Ordinamento delle professioni di enologo ed enotecnico)",2020-10-19
"9 (Agricoltura)","associazione ambientalista Wigwam","A.S. 2023 (Riconoscimento dell'agricoltore come custode dell'ambiente e del territorio)",2020-10-19
"9 (Agricoltura)","dottor Riccardo Rigillo, direttore generale della Direzione generale della pesca marittima e dell'acquacoltura del MIPAAF","A.S. n. 2300 (Interventi per il settore ittico)",2020-10-13
"9 (Agricoltura)","dottoressa Pamela Giani, dirigente tecnico, agronomo, per il Consorzio di Bonifica Toscana Nord","A.S. 2023 (Riconoscimento dell'agricoltore come custode dell'ambiente e del territorio)",2020-10-12
"9 (Agricoltura)","Agrinsieme","Affare assegnato n. 950 (problematiche che potrebbero derivare alla filiera del Prosecco dal riconoscimento dell'indicazione geografica protetta del vino croato Prošek)",2020-10-05
"9 (Agricoltura)","UNCI Agroalimentare","Affare assegnato n. 950 (problematiche che potrebbero derivare alla filiera del Prosecco dal riconoscimento dell'indicazione geografica protetta del vino croato Prošek)",2020-10-05
"9 (Agricoltura)","Consorzio Tutela Vini Asolo Montello","Affare assegnato n. 950 (problematiche che potrebbero derivare alla filiera del Prosecco dal riconoscimento dell'indicazione geografica protetta del vino croato Prošek)",2020-10-05
"9 (Agricoltura)","Consorzio Tutela del vino Conegliano Valdobbiadene Prosecco Superiore","Affare assegnato n. 950 (problematiche che potrebbero derivare alla filiera del Prosecco dal riconoscimento dell'indicazione geografica protetta del vino croato Prošek)",2020-10-05
"9 (Agricoltura)","Consorzio di Tutela della DOC Prosecco","Affare assegnato n. 950 (problematiche che potrebbero derivare alla filiera del Prosecco dal riconoscimento dell'indicazione geografica protetta del vino croato Prošek)",2020-10-05
"9 (Agricoltura)","Assessore all'agricoltura del Veneto","Affare assegnato n. 950 (problematiche che potrebbero derivare alla filiera del Prosecco dal riconoscimento dell'indicazione geografica protetta del vino croato Prošek)",2020-10-05
"9 (Agricoltura)","Assessore all'agricoltura del Friuli Venezia Giulia","Affare assegnato n. 950 (problematiche che potrebbero derivare alla filiera del Prosecco dal riconoscimento dell'indicazione geografica protetta del vino croato Prošek)",2020-10-05
"9 (Agricoltura)","Assessore all'agricoltura del Piemonte","Affare assegnato n. 950 (problematiche che potrebbero derivare alla filiera del Prosecco dal riconoscimento dell'indicazione geografica protetta del vino croato Prošek)",2020-10-05
"9 (Agricoltura)","Comando generale del Corpo delle Capitanerie di porto Guardia costiera","A.S. n. 2300 (Interventi per il settore ittico)",2020-09-22
"9 (Agricoltura)","Assoittica Italia","A.S. n. 2300 (Interventi per il settore ittico)",2020-09-15
"9 (Agricoltura)","Agripesca","A.S. n. 2300 (Interventi per il settore ittico)",2020-09-15
"9 (Agricoltura)","UNCI Agroalimentare","A.S. 2243 (Disposizioni per la tutela e la valorizzazione dell'agricoltura contadina)",2020-09-14
"9 (Agricoltura)","COLDIRETTI","A.S. 2243 (Disposizioni per la tutela e la valorizzazione dell'agricoltura contadina)",2020-09-14
"9 (Agricoltura)","AGRINSIEME","A.S. 2243 (Disposizioni per la tutela e la valorizzazione dell'agricoltura contadina)",2020-09-14
"9 (Agricoltura)","Impresa Pesca-Coldiretti","A.S. n. 2300 (Interventi per il settore ittico)",2020-09-08
"9 (Agricoltura)","Federpesca","A.S. n. 2300 (Interventi per il settore ittico)",2020-09-08
"9 (Agricoltura)","Associazione produttori tonnieri del Tirreno","A.S. n. 2300 (Interventi per il settore ittico)",2020-09-08
"9 (Agricoltura)","Comune di Cetara","A.S. n. 2300 (Interventi per il settore ittico)",2020-09-01
"9 (Agricoltura)","Comune di Marsala","A.S. n. 2300 (Interventi per il settore ittico)",2020-09-01
"9 (Agricoltura)","Alleanza delle Cooperative italiane, Coordinamento pesca (AGCI Agrital Pesca-FedAgri Pesca-Federcoopesca-Legacoop agroalimentare Dipartimento pesca)","A.S. n. 2300 (Interventi per il settore ittico)",2020-09-01
"9 (Agricoltura)","UNCI Agroalimentare","A.S. n. 2300 (Interventi per il settore ittico)",2020-09-01
"9 (Agricoltura)","Assoenologi","A.S. 2118 (Ordinamento delle professioni di enologo ed enotecnico)",2020-07-21
"9 (Agricoltura)","Federvini","A.S. 2118 (Ordinamento delle professioni di enologo ed enotecnico)",2020-07-21
"9 (Agricoltura)","Agrinsieme","A.S. 2063 (Concessioni di contributi per l'estinzione di passività onerose delle imprese agricole)",2020-07-20
"9 (Agricoltura)","UNCI Agroalimentare","A.S. 2063 (Concessioni di contributi per l'estinzione di passività onerose delle imprese agricole)",2020-07-20
"9 (Agricoltura)","Associazione italiana professionisti cinofili","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-07-20
"9 (Agricoltura)","Tabui Centro cinofilo","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-07-20
"9 (Agricoltura)","Centro cinofilo ""Pets Fitness""","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-07-20
"9 (Agricoltura)","associazioni Le Robinie Centro Cinofilo","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-07-07
"9 (Agricoltura)","Bull & Love. Rescue","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-07-07
"9 (Agricoltura)","EducAddestrando Camp Centro Cinofilo di Addestramento","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-07-07
"9 (Agricoltura)","Simenza Cumpagnia Siciliana Sementi Contadine","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-07-06
"9 (Agricoltura)","Lega Nazionale per la Difesa del Cane (LNDC)","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-06-30
"9 (Agricoltura)","Sindacato italiano unitario lavoratori cinofili (S.I.U.L.C. - UIL)","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-06-30
"9 (Agricoltura)","Associazione Nazionale Medici Veterinari Italiani (ANMVI)","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-06-30
"9 (Agricoltura)","O.P. Daunia&Bio","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-06-22
"9 (Agricoltura)","Federazione Nazionale Ordini Veterinari Italiani FNOVI","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-06-22
"9 (Agricoltura)","Istituto regionale per la floricoltura (Sanremo)","A.S. n. 2009 (Disciplina del settore florovivaistico)",2020-06-16
"9 (Agricoltura)","dottoressa Tindara Crisafulli, agronoma","A.S. n. 2009 (Disciplina del settore florovivaistico)",2020-06-16
"9 (Agricoltura)","prof. Giovanni Dinelli, professore ordinario Dipartimento di scienze e tecnologie agro alimentari Università di Bologna","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-06-15
"9 (Agricoltura)","prof. Angelo Frascarelli, professore associato Dip. Scienze agrarie alimentari e ambientali Università di Perugia","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-06-15
"9 (Agricoltura)","prof. Michele Pisante, professore ordinario di Agronomia e coltivazioni erbacee Università di Teramo","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-06-15
"9 (Agricoltura)","prof.ssa Daniela Romano, Professore ordinario di Orticoltura e floricoltura all'Università degli Studi di Catania","A.S. n. 2009 (Disciplina del settore florovivaistico)",2020-06-15
"9 (Agricoltura)","prof. Francesco Ferrini, Professore ordinario di Arboricoltura Generale e Coltivazioni Arboree Full Professor of Arboriculture Membro del Senato Accademico dell'Università di Firenze Dipartimento di Scienze e Tecnologie Agrarie Alimentari Ambientali e Forestali (DAGRI)","A.S. n. 2009 (Disciplina del settore florovivaistico)",2020-06-15
"9 (Agricoltura)","Centro di Sperimentazione e Assistenza Agricola (CeRSAA) Albenga","A.S. n. 2009 (Disciplina del settore florovivaistico)",2020-06-09
"9 (Agricoltura)","Associazione italiana professionisti cinofili","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-06-09
"9 (Agricoltura)","Associazione centro cinofilo FourDogs","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-06-09
"9 (Agricoltura)","Associazione culturale ICCS Il Cane: cultura e sport","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-06-09
"9 (Agricoltura)","Istituto di Servizi per Mercato Agricolo Alimentare (ISMEA)","A.S. n. 2009 (Disciplina del settore florovivaistico)",2020-06-08
"9 (Agricoltura)","Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria (CREA)","A.S. n. 2009 (Disciplina del settore florovivaistico)",2020-06-08
"9 (Agricoltura)","Istituto zooprofilattico sperimentale del Piemonte, Liguria e Valle d'Aosta","A.S. nn. 1576 e 1858 (disposizioni in materia di elicicoltura)",2020-06-08
"9 (Agricoltura)","Agrinsieme","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-06-08
"9 (Agricoltura)","Coldiretti","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-06-08
"9 (Agricoltura)","UNCI Agroalimentare","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-06-08
"9 (Agricoltura)","UECOOP","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-06-08
"9 (Agricoltura)","Associazione Nazionale Produttori Agricoli ANPA","Affare assegnato n. 215 sulle problematiche riguardanti aspetti di mercato e tossicologici della filiera del grano duro",2020-06-08
"9 (Agricoltura)","Federcanapa","A.S. 540, 1321 e 1324 (Disposizioni per la promozione della coltivazione e della filiera agroindustriale della canapa)",2020-05-26
"9 (Agricoltura)","associazione Canapa sativa Italia","A.S. 540, 1321 e 1324 (Disposizioni per la promozione della coltivazione e della filiera agroindustriale della canapa)",2020-05-26
"9 (Agricoltura)","associazione La Canapa ci unisce","A.S. 540, 1321 e 1324 (Disposizioni per la promozione della coltivazione e della filiera agroindustriale della canapa)",2020-05-26
"9 (Agricoltura)","Organizzazione Internazionale Protezione Animali (OIPA)","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-05-25
"9 (Agricoltura)","dott.ssa Giusy D'Angelo, rappresentante giunta esecutiva dell'Ente Nazionale Protezione degli Animali (ENPA)","A.S. n. 1902 (Disciplina delle professioni del settore cinofilo)",2020-05-25
"9 (Agricoltura)","Associazione italiana allevatori AIA","Affare assegnato n. 214 (Problematiche di mercato del latte vaccino in Italia)",2020-05-25
"9 (Agricoltura)","Arborea","Affare assegnato n. 214 (Problematiche di mercato del latte vaccino in Italia)",2020-05-25
"9 (Agricoltura)","Novalat Srl","Affare assegnato n. 214 (Problematiche di mercato del latte vaccino in Italia)",2020-05-25
"9 (Agricoltura)","Confederazione italiana elicicoltori","A.S. nn. 1576 e 1858 (disposizioni in materia di elicicoltura)",2020-05-18
"9 (Agricoltura)","Istituto internazionale di elicicoltura Cherasco","A.S. nn. 1576 e 1858 (disposizioni in materia di elicicoltura)",2020-05-18
